SUBJECT,GAME,WINDOW_INDEX,AF3_Delta_Power,AF3_Theta_Power,AF3_Alpha_Power,AF3_Beta_Power,AF4_Delta_Power,AF4_Theta_Power,AF4_Alpha_Power,AF4_Beta_Power,F3_Delta_Power,F3_Theta_Power,F3_Alpha_Power,F3_Beta_Power,F4_Delta_Power,F4_Theta_Power,F4_Alpha_Power,F4_Beta_Power,F7_Delta_Power,F7_Theta_Power,F7_Alpha_Power,F7_Beta_Power,F8_Delta_Power,F8_Theta_Power,F8_Alpha_Power,F8_Beta_Power,FC5_Delta_Power,FC5_Theta_Power,FC5_Alpha_Power,FC5_Beta_Power,FC6_Delta_Power,FC6_Theta_Power,FC6_Alpha_Power,FC6_Beta_Power,O1_Delta_Power,O1_Theta_Power,O1_Alpha_Power,O1_Beta_Power,O2_Delta_Power,O2_Theta_Power,O2_Alpha_Power,O2_Beta_Power,P7_Delta_Power,P7_Theta_Power,P7_Alpha_Power,P7_Beta_Power,P8_Delta_Power,P8_Theta_Power,P8_Alpha_Power,P8_Beta_Power,T7_Delta_Power,T7_Theta_Power,T7_Alpha_Power,T7_Beta_Power,T8_Delta_Power,T8_Theta_Power,T8_Alpha_Power,T8_Beta_Power
1,1,1,0.36030714554011056,0.18744935802580096,0.08123771001417322,0.10817543778278285,0.4166768988435655,0.13438949344696294,0.15625565606017566,0.1076395655274259,1.5584144841908871,0.07266619218422277,0.008957215092881297,0.00584661387094174,0.16342381461519245,0.08448930044110416,0.24099261016365284,0.09361805406138249,0.40148513056684937,0.11603358905510333,0.05049899397577784,0.058099135098639586,0.2852180837249809,0.06181432560073607,0.07253302428599526,0.04894513436145495,0.36823631468478746,0.04333347169141362,0.07770168546039852,0.05030233787565759,0.6054330711181306,0.06433825537556735,0.056474848535809606,0.06341495057658697,0.24415800482161623,0.01975887291130881,0.019793904316719728,0.025050663187392172,0.3327633863288702,0.04672097776196825,0.03440226777762039,0.047474718995121616,0.44824395864501293,0.024754571290945132,0.028585743963825804,0.023224145126086972,0.26832439011661974,0.053708270229231525,0.05017259994337664,0.06577064832644985,0.18918362665894314,0.018118384698554153,0.037483481942511575,0.02854841582015606,0.29370973874087236,0.03608421848285889,0.03868351459253981,0.03833389513462536
1,1,2,0.3380933776561335,0.06777542602287431,0.08866302155022944,0.055292885506771625,0.4124716340885697,0.024703720185272164,0.0373013531202865,0.01804754317734938,0.586222756820843,0.014780417555004463,0.018147383710879338,0.00957616556019871,0.20174025007382157,0.011615888912558337,0.04816869755904656,0.016009097874305912,0.40743662119431534,0.0639666939654968,0.05054737521729698,0.03735662850756768,0.21800638145890966,0.023456637545662903,0.03511462932262006,0.024399330068598825,0.15210233458782244,0.013239951602832666,0.019188549048903148,0.01301109687262669,0.25496611415195164,0.016533902343275293,0.02231103917234941,0.0253527103375705,0.0938338474065802,0.007065720506328702,0.008632126653230767,0.00959113629556127,0.2028603534751014,0.020458220775199376,0.022422447508713274,0.020411849106121163,1.5750632380966119,0.028889903322900548,0.015790665422175505,0.005100510016811465,0.1360570414593999,0.028687264798658716,0.03246382899595114,0.033904889323055964,0.3143033404741858,0.07912729293232378,0.12243340911399384,0.05945805797760495,0.3527784636742085,0.07458520364137067,0.07700798342418382,0.058408821767517924
1,1,3,0.311234344876704,0.06564818157329128,0.1758300443830077,0.03622127586824231,0.515320071564683,0.04550156335631385,0.14631845311126251,0.024898530558894672,0.34664729643152714,0.024137465988820255,0.06519391099196113,0.013020528055905874,0.3069611481791203,0.018688962763455982,0.0799265875541766,0.010017180475313048,0.2601460348921504,0.046399313724012486,0.16506903088166985,0.04056349065352464,0.5176515304068057,0.03915070465162314,0.13692649887105277,0.035056636026155774,0.3056321006767493,0.014058714290380733,0.05957247807302298,0.012626654204022262,0.3806163199850285,0.023122570977728442,0.057311240203343654,0.026943642589160797,0.3312975568916381,0.01757460020428533,0.0806941691052896,0.007816825173342232,0.29698201191218704,0.03389105370447355,0.1337444634753163,0.014022994908893045,0.2743865284505079,0.03504406842248163,0.0967254471054921,0.013649107837349857,0.34966929457948503,0.021277030719644385,0.13237423106948384,0.019284548301130244,0.3221373767027539,0.07717452205889883,0.24329514764375396,0.0596207718324309,0.4401709115991394,0.017632658260762976,0.07535647611459981,0.017292688911986834
1,1,4,0.26521186146840536,0.04909229239866253,0.27148352653297575,0.0671648738789774,0.3962792521311119,0.053001578008768306,0.14462226923693686,0.04502934395300125,0.23173582382412963,0.03439127651578204,0.1343313352566899,0.02602039977559093,0.20011325764393495,0.028435038444043752,0.08835237066129033,0.025092338685646573,0.4760010353331849,0.05967377945916323,0.22637928291001888,0.06318284225431667,0.3409870272590416,0.05886930827250926,0.13288523094963173,0.06150567922471459,0.2475869798372691,0.023749526673188318,0.10948375850980814,0.02853591110868259,0.28945514251514237,0.03764474415229961,0.07923380280377255,0.04250619877849626,0.21071711609057597,0.01804664711835475,0.09100727630934667,0.016567210282218733,0.2506273598297606,0.04057813767100122,0.10858828263515813,0.019721770189185577,0.11775544519436093,0.023146017201346562,0.06941114478417634,0.020577453732344812,0.3029147716029418,0.06030373583736956,0.23812356124462683,0.03936463058575051,0.20651891817041879,0.04298816047118666,0.17258238822928398,0.05713513804941813,0.2829084681955284,0.036875271357670034,0.15118173323904005,0.0398412348755733
1,1,5,0.4094712987127558,0.0650934645958473,0.03325754750234907,0.4444314556254515,0.24171909893543203,0.04015074120268905,0.013111013322693122,0.1892307661632936,0.3216115820740732,0.02050321673668884,0.01384236751346651,0.19522116098664116,0.12825425218460693,0.02488982207848869,0.008767199025083246,0.0773454746138342,0.6252730662529918,0.07381892089920133,0.026452646193030272,0.1552635549029415,0.46704378435830285,0.0713209552958205,0.02263551932637975,0.4066396979542204,0.2610690596067307,0.05969121080864169,0.015976229532133436,0.24195804667605764,0.23511072638701988,0.0736834481245679,0.03117337186446482,0.3604429076640045,0.16503131678048769,0.028598640520700963,0.01737369754464266,0.10150622540861189,0.3053097023884081,0.03568976718209708,0.02395869933809428,0.11598174489841792,0.17835293174219194,0.03165889020793004,0.017155411128197875,0.10454242313927652,0.2827238031119097,0.05282671076229553,0.03512596920975835,0.2346238883824776,0.5117730714510047,0.04746304788462165,0.020427936903204175,0.23679391649397497,0.35020918483680846,0.08835054533841097,0.045135022476215945,0.37517856191408655
1,1,6,0.2466938152796196,0.04858512995801115,0.0216240669138222,0.312593401360508,0.1260801040010024,0.017985553030295306,0.015799238081333825,0.16460109412385143,0.10912413710504257,0.027460817093312488,0.009671856296767393,0.1612784757165508,0.0656069272165729,0.011438612522489185,0.00857821084386398,0.05074115510502193,0.27616420743365605,0.060396316691059784,0.03049136872272339,0.11274704568897806,0.1840889645761184,0.08400353264714237,0.028328788894594677,0.456987166693872,0.10585309746271503,0.03563103069588697,0.015109652926672441,0.3050538834511184,0.1138469449629378,0.030857493205903294,0.014307019937508825,0.18130444811394295,0.07416428862394442,0.020974693728362373,0.01637273881794377,0.09574813299334894,0.228348881154195,0.030222156375588033,0.01661952384760201,0.09280362434624173,0.13808588144709819,0.013994087979734879,0.009264509123601683,0.06434232163725263,0.1184036287091378,0.03574822204531938,0.0208367906889633,0.2023512772209003,0.12816641933402287,0.029211438770262353,0.014911557715970239,0.1754153887604807,0.2627728776791793,0.0364596286210246,0.02680568444320123,0.1379530579203044
1,1,7,0.14979186799737673,0.0673642001866898,0.04337817862220146,0.5057274812992625,0.23123315857896817,0.055892662602957215,0.03325669422723177,0.2613438563020799,0.4281334093282018,0.07893537255787592,0.023494772281577057,0.24402839540683605,0.1337220258008553,0.042083439390778236,0.027473320041403113,0.39770596695195504,0.19757379596812746,0.06814864352892822,0.026956084729328665,0.4103753946303798,0.1945403988460253,0.06807482999123254,0.051059363374845866,0.40850773126754536,0.11257733137145019,0.04580984111515117,0.02211502335603492,0.3069185195031151,0.13179653902386743,0.07453939982181468,0.023397870402022198,0.4233718028092571,0.15337220403507512,0.03894310727575919,0.022750710169700934,0.26158741246211864,0.1390415680495158,0.061013119454986955,0.025015509071258275,0.30411608207470825,0.16712938817160336,0.038746784885490305,0.016153206432693776,0.1922459193919086,0.12186256249763332,0.050202357083702076,0.02486990751469465,0.3280069254840743,0.14935567242401246,0.06875000303690505,0.028606142013907487,0.4768473832940384,0.12475525963344941,0.07080387831609387,0.04380026208576618,0.6122524242683796
1,1,8,0.13623205087158735,0.06381584325372136,0.041776603487920096,0.41023018179744963,0.22764397174970472,0.049762699515271056,0.030296068815143216,0.3475554955700848,0.135095659029792,0.040877379450879096,0.04652350381813567,0.4330505790681686,0.12341661085877996,0.07478418463159764,0.06354032454455508,0.5202514407395324,0.31383354054019325,0.07538030708017882,0.05542237990404989,0.43320156524143194,0.23306854177286043,0.1062789933585078,0.06466314196800887,0.49001697345433815,0.18699372235902803,0.07675475587288627,0.03761021215423812,0.35863092264402097,0.2124336715917052,0.1088253621063574,0.04038540015376721,0.4055599712463126,0.39088707692124486,0.038440619856070876,0.04854126351191722,0.2611495679119406,0.2109929568827,0.14516554362451697,0.048407014038339316,0.3896752245198921,0.314642803308083,0.05710535510055327,0.02370803602972119,0.22130336478042686,0.21562389198707246,0.0625919297633093,0.04475334585687513,0.35281031202674085,0.13462673386324928,0.07497793075607027,0.04856117425751242,0.47639427784491917,0.10319889590619166,0.10228871486858149,0.07234111914502683,0.6867049282219859
1,1,9,0.09962742487011587,0.08308460784796046,0.09271268586822357,0.47849105397697145,0.11107474757402307,0.03212038081491307,0.029725277779499397,0.22473414558406132,0.0681342543418885,0.051203508747796805,0.0337681621497734,0.4014719768705492,0.21660778102306547,0.11492964566001881,0.07296791590662828,0.4427253212173684,0.1821255674846617,0.11973185786640377,0.1259403687920906,0.5106869545294735,0.24545919310566475,0.13142072884142672,0.10745662939632625,0.44213280178222225,0.12210329652139709,0.16179849833019588,0.10334792020354805,0.46506583263546974,0.3456629620850887,0.2736701673504037,0.10517211254277532,0.3732260101048819,0.16570405984419928,0.1334338174750911,0.10719688056470088,0.29262180782932373,0.2870438117922492,0.21461571705725085,0.08265358915592053,0.27990466476130205,0.28925695327600476,0.1794908159884102,0.07458126126231782,0.24464501436722635,0.12601925004088949,0.08192863544528517,0.09807306014287107,0.5162696363963213,0.20906171287169742,0.14883035411502377,0.08645332931715917,0.45857327629886036,0.16934253157470705,0.1042799500823688,0.09901029968670894,0.5453350458427002
1,1,10,0.24884370823680912,0.07348862718503744,0.041379104006619497,0.4217022291962328,0.2997411499567558,0.028205452680481195,0.019254959505860033,0.227581203398109,0.12294941868990225,0.04049054061059693,0.022300399398812565,0.3490816159173191,0.13097854527670788,0.06340378336361441,0.042345197411093355,0.5108693876943747,0.15731560103883754,0.07097061804501045,0.07235119720188506,0.5264610161594094,0.1279302511056861,0.09249439400374859,0.03236968855577183,0.5205620420718937,0.1236572150625708,0.08557745812268788,0.03177258218388793,0.4114774760719623,0.1454552028825118,0.08340023873006018,0.03662079062633189,0.4286286005155973,0.2772763973507841,0.043462789982449665,0.02852075117177765,0.2436119428205204,0.2519787187819552,0.06081584078931191,0.02295931666311117,0.26230896150468963,0.3951342801763613,0.06054920710019898,0.030607186118476553,0.3350433022734027,0.22229652729347993,0.04558080193072968,0.03752625154542475,0.30106122058833173,0.3529142674362933,0.027936237517732738,0.025000263909945093,0.2946784957421722,0.11279314908941293,0.07711760929983562,0.04862191020051298,0.6236752323724939
